fips,Prevalence
29227,0
29229, 
  ,0.2
30001, 
30003,0
30005, 
30007, 
30009, 
30011,0
30013,0.4
30015, 
30017, 
30019,0
30021, 
30023,0.7
30025, 
30027, 
30029,0.2
30031,0.1
30033,0
30035, 
30037,0
30039, 
30041, 
30043, 
30045,0
30047,0.2
30049,0.3
30051,0
30053, 
30057, 
30055,0
30059,0
30061,0
30063,0.3
30065,0
30067, 
30069,0
30071,0
30073, 
30075,0
30077, 
30079,0
30081,0.2
30083, 
30085, 
30087, 
30089, 
30091, 
30093,0.4
30095, 
30097,0
30099, 
30101,0
30103, 
30999, 
30105, 
30107,0
30109,0
30111,0.3
  ,0.2
31001,0.4
31003, 
31005,0
31007,0
31009,0
31011,0
31013, 
31015,0
31017, 
31019, 
31021, 
31023, 
31025, 
31027, 
31029,0
31031, 
31033, 
31035, 
31037, 
31039, 
31041, 
31043, 
31045, 
31047, 
31049, 
31051,0
31053, 
31055,0.6
31057,0
31059, 
31061,0
31063,0
31065, 
31067,0.4
31069, 
31071,0
31073,0
31075,0
31077,0
31079,0.2
31081, 
31083,0
31085,0
31087, 
31089, 
31091,0
31093,0
31095, 
31097, 
31099, 
31101,0
31103,0
31105, 
31107, 
31109,0.2
31111, 
31113,0
31115,0
31119, 
31117,0
31121, 
31123,0
31125, 
31127, 
31129,0
31131, 
31133, 
31135,0
31137,0
31139,0
31141, 
31143, 
31145,0
31147, 
31149,0
31151,0
31153,0.2
31155, 
31157,0.2
31159, 
31161,0
31163,0
31165, 
31167,0
31169,0
31171,0
31173, 
31999, 
31175, 
31177, 
31179, 
31181, 
31183,0
31185, 
  ,0.1
32510,0.1
32001,0.3
32003,0.2
32005, 
32007, 
32009,0
32011, 
32013, 
32015,0
32017,0
32019,0.1
32021, 
32023, 
32027, 
32029, 
32999, 
32031,0.1
32033,0
  ,0.3
33001,0.2
33003,0.2
33005,0.2
33007,0.2
33009,0.1
33011,0.4
33013,0.3
33015,0.2
33017,0.2
33019,0.2
33999, 
  ,0.4
34001,0.3
34003,0.2
34005,0.5
34007,0.4
34009,0.6
34011,0.6
34013,0.3
34015,0.3
34017,0.2
34019,1.1
34021,0.8
34023,0.3
34025,0.3
34027,0.3
34029,0.3
34031,0.2
34033,0.1
34035,0.5
34037,0.5
34039,0.3
34999, 
34041,0.3
  ,0.2
35001,0.3
35003, 
35005,0.1
35006, 
35007, 
35009, 
35011,0
35013,0.2
35015, 
35017, 
35019, 
35021,0
35023,0
35025,0.1
35027, 
35028, 
35029, 
35031, 
35033, 
35035, 
35037, 
35039, 
35041, 
35045,0.1
35047, 
35043,0.2
35049,0.2
35051, 
35053, 
35055,0.2
35057, 
35059, 
35999, 
35061,0.3
  ,0.5
36001,0.8
36003,0.4
36005,0.5
36007,0.4
36009,0.4
36011,0.2
36013,0.4
36015,0.3
36017,0.2
36019,0.3
36021,0.4
36023,0.2
36025,0.2
36027,0.8
36029,0.8
36031,0.3
36033,0.7
36035,1.3
36037,0.4
36039,0.2
36041,0
36043,0.4
36045,0.2
36047,0.4
36049, 
36051,0.5
36053,0.4
36055,0.7
36057,0.5
36059,0.4
36061,0.5
36063,0.4
36065,0.7
36067,0.4
36069,0.5
36071,0.4
36073,0.4
36075,0.2
36077,0.5
36079,0.3
36081,0.4
36083,0.4
36085,0.4
36087,0.6
36091,0.3
36093,1
36095,0.3
36097, 
36099,0.5
36089,0.2
36101,0.2
36103,0.5
36105,0.6
36107, 
36109,0.3
36111,0.5
36999, 
36113,0.5
36115,0.2
36117,1.7
36119,0.4
36121, 
36123, 
  ,0.3
37001,0.3
37003, 
37005, 
37007, 
37009, 
37011, 
37013,0.2
37015,0.4
37017, 
37019,0.1
37021,0.4
37023,0.2
37025,0.2
37027,0.2
37029, 
37031, 
37033, 
37035,0.2
37037,0.2
37039,0.2
37041,0.3
37043, 
37045,0.2
37047,0.2
37049,0.2
37051,0.4
37053, 
37055, 
37057,0.2
37059, 
37061, 
37063,0.3
37065,0.2
37067,0.2
37069,0.2
37071,0.2
37073, 
37075, 
37077,0.5
37079, 
37081,0.4
37083,0.2
37085,0.2
37087,0.2
37089,0.2
37091, 
37093,0.3
37095,0
37097,0.2
37099, 
37101,0.2
37103,0
37105,0.3
37107,0.6
37109,0.1
37113,0.2
37115, 
37117, 
37111,0.2
37119,0.3
37121, 
37123, 
37125,0.1
37127,0.2
37129,0.3
37131, 
37133,0.3
37135,0.4
37137, 
37139,0.3
37141,0.2
37143, 
37145,0.3
37147,0.4
37149, 
37151,0.2
37153,0.1
37155,0.2
37157,0.3
37159,0.3
37161,0.2
37163,0.2
37165,0.3
37167,0.9
37169,0.4
37171,0.2
37173, 
37175,0.2
37177, 
37179,0.2
37999, 
37181,0.4
37183,0.4
37185, 
37187, 
37189,0.2
37191,0.2
37193,0.1
37195,0.3
37197, 
37199, 
  ,0.3
38001,0
38003, 
38005,0
38007,0
38009, 
38011,0
38013,0
38015,0.3
38017,0.6
38019, 
38021,0
38023,0
38025,0
38027, 
38029, 
38031,0
38033,0
38035,0.7
38037,0
38039,0
38041, 
38043, 
38045,0
38047,0
38049, 
38051,0
38053, 
38055, 
38057, 
38059,0.4
38061,0
38063,0
38065,0
38067, 
38069,0
38071, 
38073, 
38075, 
38077, 
38079, 
38081, 
38083,0
38085,0
38087,0
38089, 
38091,0
38093,0.6
38095,0
38097, 
38999, 
38099,0.9
38101,0.4
38103, 
38105, 
  ,0.3
39001, 
39003,0.2
39005,0.2
39007,0.3
39009,0.2
39011, 
39013,0.4
39015, 
39017,0.3
39019,0.4
39021,0.6
39023,0.3
39025,0.3
39027, 
39029,0.2
39031,0.3
39033,0.2
39035,0.4
39037, 
39039,0.3
39041,0.3
39043,0.2
39045,0.4
39047, 
39049,0.4
39051,0.3
39053,0.6
39055,0.3
39057,0.3
39059,0.2
39061,0.4
39063,0.3
39065, 
39067, 
39069,0.4
39071, 
39073, 
39075, 
39077,0.1
39079,0.4
39081,0.2
39083,0.4
39085,0.2
39087,0.2
39089,0.3
39091, 
39093,0.2
39095,0.5
39097, 
39099,0.5
39101, 
39103,0.3
39105, 
39107, 
39109,0.2
39111, 
39113,0.3
39115, 
39117, 
39119,0.5
39121, 
39123,0.2
39125, 
39127,0.3
39129, 
39131,0.3
39133,0.4
39135,0.3
39137, 
39139,0.3
39141,0.3
39143,0.2
39145,0.1
39147,0.5
39149,0.2
39151,0.4
39153,0.4
39155,0.3
39157,0.2
39159, 
39999, 
39161, 
39163, 
39165,0.2
39167,0.2
39169,0.2
39171,0.3
39173,0.3
39175, 
  ,0.1
40001, 
40003,0
40005, 
40007, 
40009, 
40011, 
40013, 
40015, 
40017,0.1
40019, 
40021, 
40023, 
40025,0
40027,0.1
40029, 
40031,0.2
40033,0
40035,0.7
40037,0.3
40039, 
40041,0.1
40043, 
40045,0
40047,0.2
40049, 
40051,0.2
40053, 
40055,0
40057, 
40059,0
40061, 
40063, 
40065, 
40067,0
40069, 
40071,0.2
40073, 
40075, 
40077, 
40079, 
40081, 
40083,0.3
40085, 
40093,0
40095, 
40097, 
40087, 
40089, 
40091, 
40099, 
40101,0.1
40103, 
40105, 
40107, 
40109,0.1
40111,0.3
40113,0.2
40115, 
40117, 
40119,0.1
40121,0.2
40123,0.2
40125, 
40127, 
40129,0
40131,0.1
40133,0.3
40135,0.2
40137,0.1
40139,0
40141, 
40143,0.2
40999, 
40145,0.2
40147,0.1
40149,0
40151, 
40153, 
  ,0.3
41001, 
41003,0.3
41005,0.3
41007,0.2
41009, 
41011,0.2
41013, 
41015,0.2
41017,0.1
41019,0.2
41021,0
41023, 
41025, 
41027, 
41029,0.3
41031, 
41033,0.1
41035,0.1
41037, 
41039,0.3
41041,0.2
41043,0.3
41045,0.4
41047,0.4
41049, 
41051,0.3
41053,0.4
41055,0
41057, 
41059,0.3
41061,0.3
41999, 
41063, 
41065, 
41067,0.4
41069,0
41071,0.4
  ,0.3
42001,0.2
42003,0.3
42005,0.4
42007,0.2
42009,0.3
42011,0.2
42013,0.4
42015,0.2
42017,0.3
42019,0.3
42021,1.1
42023, 
42025,0.2
42027,0.3
42029,0.3
42031,0.5
42033,0.4
42035,0.3
42037,0.2
42039,0.3
42041,0.2
42043,0.4
42045,0.3
42047,0.3
42049,0.5
42051,0.3
42053, 
42055,0.2
42057, 
42059, 
42061,0.3
42063, 
42065, 
42067, 
42069,0.6
42071,0.2
42073, 
42075,0.2
42077,0.2
42079,0.2
42081,0.3
42083,0.3
42085,0.4
42087,0.3
42089,0.3
42091,0.3
42093, 
42095,0.3
42097,0.3
42099, 
42101,0.3
42103,0.1
42105, 
42107,0.2
42109,2.3
42111,0.2
42113, 
42115,0.2
42117,0.3
42119, 
42999, 
42121,1.5
42123,0.2
42125,0.2
42127,0.2
42129,0.3
42131, 
42133,0.2
  ,0
  ,0.2
44001,0.3
44003,0.2
44005,0.1
44007,0.2
44999, 
44009,0.2
  ,0.2
45001, 
45003,0.1
45005, 
45007,0.1
45009, 
45011, 
45013,0.1
45015,0.2
45017, 
45019,0.1
45021, 
45023,0.3
45025,0.2
45027,0.2
45029,0.2
45031,0.1
45033,0.3
45035,0.3
45037, 
45039,0.4
45041,0.3
45043,0.1
45045,0.1
45047, 
45049,0
45051,0.1
45053, 
45055,0.1
45057,0.1
45059,0.3
45061, 
45063,0.2
45067, 
45069, 
45065,0
45071, 
45073,0.1
45075,0.2
45077,0.1
45079,0.3
45081, 
45083,0.2
45085,0.2
45087, 
45999, 
45089, 
45091,0.2
  ,0.3
46003,0
46005,0.7
46007, 
46009,0
46011,0.3
46013,0.3
46015, 
46017,0
46019, 
46021,0
46023, 
46025, 
46027,0.7
46029,0.4
46031, 
46033, 
46035,0.5
46037,0
46039, 
46041,0
46043,0
46045,0
46047, 
46049, 
46051, 
46053,0
46055, 
46057,0
46059, 
46061, 
46063,0
46065,0.4
46067, 
46069,0
46071,0
46073,0
46075,0
46077,0
46079, 
46081,0.3
46083,0.3
46085, 
46091, 
46087,0
46089,0
46093,0.3
46095, 
46097,0
46099,0.4
46101,0
46102, 
46103,0.4
46105, 
46107, 
46109, 
46111,0
46113,0
46115, 
46117,0
46119,0
46121, 
46123, 
46125, 
46127, 
46999, 
46129, 
46135,0.3
46137,0
  ,0.2
47001, 
47003, 
47005, 
47007, 
47009,0.1
47011,0.4
47013, 
47015, 
47017, 
47019, 
47021, 
47023, 
47025, 
47027, 
47029, 
47031,0.2
47033,0
47035,0.1
47037,0.2
47041, 
47039, 
47043,0.2
47045, 
47047, 
47049, 
47051, 
47053,0.1
47055, 
47057, 
47059,0.3
47061, 
47063, 
47065,0.3
47067, 
47069, 
47071, 
47073, 
47075, 
47077, 
47079, 
47081, 
47083, 
47085, 
47087, 
47089, 
47091, 
47093,0.2
47095, 
47097, 
47099, 
47101,0
47103, 
47105, 
47111, 
47113,0.2
47115, 
47117, 
47119,0.1
47107, 
47109, 
47121, 
47123, 
47125,0.2
47127,0
47129, 
47131, 
47133, 
47135, 
47137, 
47139, 
47141,0.3
47143, 
47145,0.2
47147, 
47149,0.2
47151, 
47153,0.5
47155, 
47157,0.2
47159, 
47161, 
47163,0.1
47165,0.1
47167, 
47169, 
47171, 
47173, 
47999, 
47175,0
47177, 
47179,0.2
47181, 
47183, 
47185, 
47187,0.1
47189,0.1
  ,0.2
48001,0.2
48003,0
48005,0.6
48007, 
48009, 
48011,0
48013, 
48015, 
48017,0
48019, 
48021, 
48023, 
48025, 
48027,0.2
48029,0.3
48031, 
48033,0
48035, 
48037,0.1
48039,0.2
48041,0.2
48043, 
48045,0
48047, 
48049,0.3
48051,0
48053, 
48055, 
48057, 
48059,0
48061,0.3
48063, 
48065, 
48067, 
48069,0
48071, 
48073, 
48075,0
48077,0
48079, 
48081,0
48083, 
48085,0.1
48087,0
48089, 
48091,0.2
48093, 
48095,0
48097, 
48099,0.2
48101,0
48103, 
48105,0
48107, 
48109,0
48111,0
48113,0.2
48115, 
48123, 
48117,0
48119, 
48121,0.2
48125,0
48127, 
48129,0
48131,0
48133, 
48135,0.2
48137,0
48141,0.2
48139,0.2
48143,0.9
48145, 
48147,0.2
48149, 
48151,0
48153,0
48155,0
48157,0.3
48159,0.7
48161, 
48163, 
48165, 
48167,0.2
48169,0
48171, 
48173,0
48175, 
48177, 
48179, 
48181,0.2
48183,0.2
48185, 
48187,0.1
48189, 
48191,0
48193, 
48195,0
48197,0
48199, 
48201,0.2
48203,0.2
48205, 
48207,0
48209,0.1
48211,0
48213,0.1
48215,0.2
48217, 
48219, 
48221, 
48223, 
48225, 
48227, 
48229,0
48231,0.1
48233, 
48235,0
48237,0
48239, 
48241, 
48243,0
48245,0.3
48247,0
48249,0.3
48251,0.2
48253, 
48255, 
48257,0.2
48259, 
48261,0
48263,0
48265, 
48267, 
48269,0
48271,0
48273, 
48275,0
48283,0
48277,0.3
48279, 
48281, 
48285,0
48287, 
48289, 
48291, 
48293,0.7
48295,0
48297, 
48299, 
48301,0
48303,0.3
48305,0
48313, 
48315,0
48317,0
48319,0
48321, 
48323, 
48307, 
48309,0.1
48311,0
48325, 
48327,0
48329,0.1
48331, 
48333,0
48335, 
48337, 
48339,0.2
48341, 
48343, 
48345,0
48347, 
48349,0.3
48351,0
48353, 
48355,0.3
48357,0
48359,0
48361,0.2
48363, 
48365, 
48367, 
48369,0
48371, 
48373, 
48375,0.2
48377,0
48379, 
48381,0.1
48383,0
48385,0
48387, 
48389, 
48391, 
48393,0
48395, 
48397,0.2
48399,0
48401, 
48403, 
48405, 
48407,0
48409, 
48411, 
48413,0
48415, 
48417,0
48419, 
48421,0
48423,0.2
48425, 
48427, 
48429, 
48431,0
48433,0
48435, 
48437,0
48439,0.3
48441,0.5
48443,0
48445, 
48447,0
48449,0.3
48451,0.4
48453,0.3
48455, 
48457, 
48999, 
48459, 
48461,0
48463,0
48465, 
48467, 
48469,0.1
48471, 
48473, 
48475,0
48477,0.6
48479,0.3
48481,0.3
48483,0
48485,0.2
48487, 
48489,0
48491,0.1
48493, 
48495,0
48497, 
48499, 
48501,0
48503, 
48505,0
48507,0
  ,0.3
49001, 
49003, 
49005,0.2
49007, 
49009,0
49011,0.2
49013, 
49015, 
49017,0
49019, 
49021, 
49023, 
49025, 
49027, 
49029,0
49031,0
49033,0
49035,0.3
49037, 
49039, 
49041, 
49043, 
49045, 
49047, 
49999, 
49049,0.6
49051, 
49053,0.1
49055, 
49057,0.1
  ,0.3
50001,0.3
50003,0.4
50005,0.2
50007,0.3
50009, 
50011,0.3
50013, 
50015,0.4
50017, 
50019,0.3
50021,0.5
50999, 
50023,0.4
50025,0.3
50027,0.3
  , 
  ,0.2
51001,0.2
51003,0.1
51510,0.2
51005, 
51007, 
51009, 
51011, 
51013,0.1
51015,0.2
51017,0
51019,0.1
51515,0
51021, 
51023,0.2
51520, 
51025, 
51027, 
51029, 
51530, 
51031,0.2
51033, 
51035,0.2
51036,0
51037, 
51540,0.2
51550,0.3
51041,0.3
51043, 
51560,0
51570, 
51580, 
51045, 
51047,0.2
51049, 
51590,0.3
51051, 
51053,0.3
51595, 
51057, 
51059,0.2
51600,0.6
51610, 
51061, 
51063,0.6
51065, 
51067,0.1
51620, 
51069,0.2
51630,0.4
51640, 
51071, 
51073,0.2
51075, 
51077, 
51079, 
51081, 
51083,0.3
51650,0.4
51085,0.2
51660, 
51087,0.2
51089,0.1
51091,0
51670, 
51093, 
51095,0.1
51099, 
51101, 
51097, 
51103,0
51105, 
51678, 
51107,0.1
51109, 
51111, 
51680,0.3
51113,0
51683, 
51685,0
51690, 
51115, 
51117,0.3
51119, 
51121,0.2
51125, 
51127, 
51700,0.2
51710,0.4
51131, 
51133, 
51720, 
51135, 
51137,0.2
51139,0.2
51141, 
51730,0.3
51143,0.1
51735,0
51740,0.5
51145, 
51147, 
51149, 
51153,0.2
51155, 
51750, 
51157, 
51159,0
51760,0.4
51161,0.1
51770,0.3
51163, 
51165,0.1
51167, 
51775,0.5
51169, 
51171,0.2
51173, 
51175, 
51177,0.2
51179,0.2
51790, 
51800,0.2
51181, 
51183, 
51185,0.2
51999, 
51810,0.2
51187, 
51191,0.1
51820, 
51193, 
51830, 
51840,0.6
51195,0.3
51197,0.3
51199,0.2
  ,0.2
53001, 
53003, 
53005,0.2
53007,0.1
53009,0.1
53011,0.3
53013, 
53015,0.2
53017, 
53019, 
53021,0.1
53023,0
53025,0.1
53027,0.2
53029,0.2
53031,0.1
53033,0.2
53035,0.2
53037,0.2
53039,0.2
53041,0.1
53043, 
53045,0.2
53047, 
53049, 
53051, 
53053,0.2
53055, 
53057,0.2
53059, 
53061,0.3
53063,0.3
53065, 
53067,0.3
53999, 
53069, 
53071,0.2
53073,0.2
53075,0.3
53077,0.2
  ,0.3
54001, 
54003,0.2
54005, 
54007, 
54009, 
54011,0.5
54013, 
54015,0
54017, 
54019, 
54021,0
54023, 
54025,0.2
54027, 
54029, 
54031,0
54033,0.4
54035, 
54037, 
54039,0.3
54041, 
54043, 
54045,0.3
54049, 
54051, 
54053, 
54047, 
54055,0.3
54057, 
54059, 
54061,0.3
54063, 
54065, 
54067, 
54069,0.3
54071, 
54073, 
54075, 
54077,0.3
54079,0.2
54081,0.3
54083, 
54085, 
54087, 
54089, 
54091, 
54093,0
54095, 
54999, 
54097, 
54099,0.7
54101, 
54103, 
54105, 
54107,0.5
54109, 
  ,0.4
55001,0.3
55003,0.7
55005,0.2
55007, 
55009,0.6
55011, 
55013, 
55015,0.8
55017,0.4
55019,0.4
55021,0.2
55023,0.5
55025,0.5
55027,0.3
55029,0.2
55031,0.6
55033,1.5
55035,0.6
55037,0
55039,0.3
55041, 
55043,0.3
55045,0.2
55047, 
55049, 
55051, 
55053, 
55055,0.9
55057, 
55059,0.4
55061, 
55063,0.3
55065, 
55067, 
55069, 
55071,0.4
55073,0.4
55075,0.3
55077, 
55078, 
55079,0.3
55081,0.4
55083, 
55085,0.3
55087,0.4
55089,0.4
55091,0.7
55093,0.4
55095,0.3
55097,0.3
55099, 
55101,0.6
55103,0.4
55105,0.3
55107, 
55111,0.2
55113, 
55115,0.3
55117,0.3
55109,0.4
55119, 
55121, 
55999, 
55123, 
55125, 
55127,0.2
55129, 
55131,0.2
55133,0.5
55135,0.4
55137, 
55139,0.5
55141,0.3
  ,0.2
56001,0.3
56003, 
56005, 
56007, 
56009, 
56011, 
56013,0.3
56015, 
56017, 
56019, 
56021,0.2
56023, 
56025,0.3
56027,0
56029,0.2
56031, 
56033, 
56035, 
56037, 
56039, 
56041, 
56999, 
56043, 
56045, 
